experiment,seed,n,E_exact,E_learned,E_rel,L2,integral,collapse,path
A2,2,6,5.5,2.7758290767669678,0.4953038042240976,1.4022524349847263,0.9997758269309998,False,outputs/Harmonic/runs/A2_seed2/mode_6/metrics.json
A2,3,6,5.5,2.524035930633545,0.541084376248348,1.4015031560642979,0.9997959136962891,False,outputs/Harmonic/runs/A2_seed3/mode_6/metrics.json
A2,4,6,5.5,2.6433141231536865,0.5193974321537808,1.4016919613085495,0.999726414680481,False,outputs/Harmonic/runs/A2_seed4/mode_6/metrics.json
A2,0,7,6.5,3.8896989822387695,0.4015847719632044,1.413582779180992,0.9984033107757568,False,outputs/Harmonic/runs/A2_seed0/mode_7/metrics.json
A2,1,7,6.5,3.4843332767486572,0.46394872665398135,1.4134154128062921,0.997745156288147,False,outputs/Harmonic/runs/A2_seed1/mode_7/metrics.json
A2,2,7,6.5,3.8822522163391113,0.40273042825545935,1.4135634633747418,0.9984207153320312,False,outputs/Harmonic/runs/A2_seed2/mode_7/metrics.json
A2,3,7,6.5,3.4182543754577637,0.4741147114679634,1.4138912942142006,0.9990887641906738,False,outputs/Harmonic/runs/A2_seed3/mode_7/metrics.json
A2,4,7,6.5,3.82204008102417,0.4119938336885259,1.4136833744934931,0.9985202550888062,False,outputs/Harmonic/runs/A2_seed4/mode_7/metrics.json
A2,0,8,7.5,5.494512557983398,0.2673983256021779,1.412419575241648,0.9990614056587219,False,outputs/Harmonic/runs/A2_seed0/mode_8/metrics.json
A2,1,8,7.5,5.499224662780762,0.26677004496252954,1.4126090956138821,0.9990532398223877,False,outputs/Harmonic/runs/A2_seed1/mode_8/metrics.json
A2,2,8,7.5,5.388347148895264,0.281553713480594,1.4125073884690762,0.9990575313568115,False,outputs/Harmonic/runs/A2_seed2/mode_8/metrics.json
A2,3,8,7.5,5.040791988372803,0.32789440155024924,1.412343251043452,0.9988740086555481,False,outputs/Harmonic/runs/A2_seed3/mode_8/metrics.json
A2,4,8,7.5,5.455352783203125,0.27261962890621366,1.4125794469557122,0.9990653991699219,False,outputs/Harmonic/runs/A2_seed4/mode_8/metrics.json
A2,0,9,8.5,6.1492018699646,0.27656448588648513,1.4136551545774225,0.9984537363052368,False,outputs/Harmonic/runs/A2_seed0/mode_9/metrics.json
A2,1,9,8.5,6.013472080230713,0.2925326964434111,1.4136972522312203,0.9985584616661072,False,outputs/Harmonic/runs/A2_seed1/mode_9/metrics.json
A2,2,9,8.5,5.848859786987305,0.3118988485896922,1.4136270850693855,0.9983624219894409,False,outputs/Harmonic/runs/A2_seed2/mode_9/metrics.json
A2,3,9,8.5,6.0151686668396,0.2923330980188362,1.4136657036074818,0.9985072612762451,False,outputs/Harmonic/runs/A2_seed3/mode_9/metrics.json
A2,4,9,8.5,6.406095027923584,0.24634176142072584,1.4136541258497495,0.9984327554702759,False,outputs/Harmonic/runs/A2_seed4/mode_9/metrics.json
A2,0,10,9.5,7.056321620941162,0.257229303058798,1.4129904498361485,0.9979017972946167,False,outputs/Harmonic/runs/A2_seed0/mode_10/metrics.json
A2,1,10,9.5,7.098583221435547,0.25278071353307374,1.4128453502583698,0.997839093208313,False,outputs/Harmonic/runs/A2_seed1/mode_10/metrics.json
A2,2,10,9.5,6.750458240509033,0.2894254483674397,1.4134383605467427,0.9982985854148865,False,outputs/Harmonic/runs/A2_seed2/mode_10/metrics.json
A2,3,10,9.5,6.648416519165039,0.3001666821931222,1.4135068921123704,0.9984180927276611,False,outputs/Harmonic/runs/A2_seed3/mode_10/metrics.json
